Events_id,Cities,campaign_id,Start_date,End_date,Products,Category,base_price,Promotions,offers,promo_type,quantity_sold_before_promo,quantity_sold_after_promo,No_USe,Reveneu_before_promo,Reveneu_after_promo,IR,ISU,store_id
ee68d9,Chennai,Sankranti,10-01-2024,16-01-2024,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,500 Cashback,500,Cashback,136,242,242,408000,605000,197000,106,STCHE-1
5e1671,Chennai,Sankranti,10-01-2024,16-01-2024,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,50,25% OFF,0.25,OFF,34,30,30,1700,1125,-575,-4,STCHE-2
e411c6,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,500 Cashback,500,Cashback,323,965,965,969000,2412500,1443500,642,STHYD-4
9ff4a9,Madurai,Diwali,12-11-2023,18-11-2023,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,65,50% OFF,0.5,OFF,94,120,120,6110,3900,-2210,26,STMDU-1
49706e,Madurai,Sankranti,10-01-2024,16-01-2024,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,500 Cashback,500,Cashback,120,274,274,360000,685000,325000,154,STMDU-3
7e28fb,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_Fusion_Container_Set_of_3,Home Care,415,25% OFF,0.25,OFF,96,92,92,39840,28635,-11205,-4,STHYD-4
e4f1f3,Coimbatore,Sankranti,10-01-2024,16-01-2024,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,190,50% OFF,0.5,OFF,33,50,50,6270,4750,-1520,17,STCBE-3
af2b25,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,350,BOGOF,0.5,BOGOF,85,676,338,29750,118300,88550,591,STBLR-7
fe4bf5,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Fusion_Container_Set_of_3,Home Care,415,25% OFF,0.25,OFF,91,80,80,37765,24900,-12865,-11,STCHE-4
d91475,Mysuru,Diwali,12-11-2023,18-11-2023,Atliq_Curtains,Home Care,300,BOGOF,0.5,BOGOF,61,378,189,18300,56700,38400,317,STMYS-0
09d857,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,860,33% OFF,0.33,OFF,386,594,594,331960,342262.8,10302.8,208,STHYD-5
aa96fc,Chennai,Sankranti,10-01-2024,16-01-2024,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,370,BOGOF,0.5,BOGOF,379,3206,1603,140230,593110,452880,2827,STCHE-4
2c893f,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,62,50% OFF,0.5,OFF,103,129,129,6386,3999,-2387,26,STCHE-3
bac74e,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_Masoor_Dal (1KG),Grocery & Staples,172,33% OFF,0.33,OFF,319,449,449,54868,51742.76,-3125.24,130,STBLR-9
31c430,Hyderabad,Sankranti,10-01-2024,16-01-2024,Atliq_Masoor_Dal (1KG),Grocery & Staples,172,33% OFF,0.33,OFF,312,393,393,53664,45289.32,-8374.68,81,STHYD-1
432f1d,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_Scrub_Sponge_For_Dishwash,Home Care,55,25% OFF,0.25,OFF,19,15,15,1045,618.75,-426.25,-4,STBLR-4
6edb42,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,50,25% OFF,0.25,OFF,36,26,26,1800,975,-825,-10,STBLR-8
115760,Madurai,Diwali,12-11-2023,18-11-2023,Atliq_Curtains,Home Care,300,BOGOF,0.5,BOGOF,43,294,147,12900,44100,31200,251,STMDU-2
acf9c2,Chennai,Sankranti,10-01-2024,16-01-2024,Atliq_Masoor_Dal (1KG),Grocery & Staples,172,33% OFF,0.33,OFF,235,329,329,40420,37913.96,-2506.04,94,STCHE-4
0c9f61,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_Suflower_Oil (1L),Grocery & Staples,200,BOGOF,0.5,BOGOF,433,3766,1883,86600,376600,290000,3333,STBLR-7
40baa1,Coimbatore,Sankranti,10-01-2024,16-01-2024,Atliq_Double_Bedsheet_set,Home Care,1190,BOGOF,0.5,BOGOF,42,334,167,49980,198730,148750,292,STCBE-0
ba7fb5,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Scrub_Sponge_For_Dishwash,Home Care,55,25% OFF,0.25,OFF,119,107,107,6545,4413.75,-2131.25,-12,STCHE-0
555fcd,Visakhapatnam,Diwali,12-11-2023,18-11-2023,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,350,BOGOF,0.5,BOGOF,57,356,178,19950,62300,42350,299,STVSK-3
c649ca,Mysuru,Sankranti,10-01-2024,16-01-2024,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,860,33% OFF,0.33,OFF,595,886,886,511700,510513.2,-1186.8,291,STMYS-1
578a67,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,190,50% OFF,0.5,OFF,101,131,131,19190,12445,-6745,30,STBLR-2
35701b,Vijayawada,Diwali,12-11-2023,18-11-2023,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,290,25% OFF,0.25,OFF,192,188,188,55680,40890,-14790,-4,STVJD-0
77c2be,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Fusion_Container_Set_of_3,Home Care,415,25% OFF,0.25,OFF,78,62,62,32370,19297.5,-13072.5,-16,STBLR-8
8cd89f,Hyderabad,Sankranti,10-01-2024,16-01-2024,Atliq_Suflower_Oil (1L),Grocery & Staples,200,BOGOF,0.5,BOGOF,363,2816,1408,72600,281600,209000,2453,STHYD-0
21006,Visakhapatnam,Sankranti,10-01-2024,16-01-2024,Atliq_Suflower_Oil (1L),Grocery & Staples,200,BOGOF,0.5,BOGOF,192,1508,754,38400,150800,112400,1316,STVSK-2
1c3fb4,Mangalore,Sankranti,10-01-2024,16-01-2024,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,860,33% OFF,0.33,OFF,237,327,327,203820,188417.4,-15402.6,90,STMLR-1
0e96b4,Coimbatore,Sankranti,10-01-2024,16-01-2024,Atliq_waterproof_Immersion_Rod,Home Appliances,1020,BOGOF,0.5,BOGOF,93,468,234,94860,238680,143820,375,STCBE-4
3ea7d6,Mysuru,Sankranti,10-01-2024,16-01-2024,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,500 Cashback,500,Cashback,105,173,173,315000,432500,117500,68,STMYS-0
fb508c,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,500 Cashback,500,Cashback,358,1070,1070,1074000,2675000,1601000,712,STBLR-9
d671d3,Visakhapatnam,Diwali,12-11-2023,18-11-2023,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,62,50% OFF,0.5,OFF,91,113,113,5642,3503,-2139,22,STVSK-1
365da3,Coimbatore,Sankranti,10-01-2024,16-01-2024,Atliq_Fusion_Container_Set_of_3,Home Care,415,25% OFF,0.25,OFF,21,15,15,8715,4668.75,-4046.25,-6,STCBE-1
33da9a,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_waterproof_Immersion_Rod,Home Appliances,1020,BOGOF,0.5,BOGOF,54,366,183,55080,186660,131580,312,STHYD-5
e391bc,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,110,50% OFF,0.5,OFF,77,113,113,8470,6215,-2255,36,STHYD-0
cd4812,Madurai,Diwali,12-11-2023,18-11-2023,Atliq_Curtains,Home Care,300,BOGOF,0.5,BOGOF,47,324,162,14100,48600,34500,277,STMDU-3
c4123e,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,860,33% OFF,0.33,OFF,336,507,507,288960,292133.4,3173.4,171,STCHE-7
933f7e,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Curtains,Home Care,300,BOGOF,0.5,BOGOF,71,564,282,21300,84600,63300,493,STCHE-7
7c8fd1,Mysuru,Diwali,12-11-2023,18-11-2023,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,500 Cashback,500,Cashback,416,1472,1472,1248000,3680000,2432000,1056,STMYS-3
4cd232,Vijayawada,Diwali,12-11-2023,18-11-2023,Atliq_waterproof_Immersion_Rod,Home Appliances,1020,BOGOF,0.5,BOGOF,28,184,92,28560,93840,65280,156,STVJD-0
65a802,Mangalore,Sankranti,10-01-2024,16-01-2024,Atliq_Scrub_Sponge_For_Dishwash,Home Care,55,25% OFF,0.25,OFF,13,10,10,715,412.5,-302.5,-3,STMLR-1
ffdcb8,Hyderabad,Sankranti,10-01-2024,16-01-2024,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,860,33% OFF,0.33,OFF,454,644,644,390440,371072.8,-19367.2,190,STHYD-6
496b80,Hyderabad,Sankranti,10-01-2024,16-01-2024,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,500 Cashback,500,Cashback,118,253,253,354000,632500,278500,135,STHYD-4
4001c4,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,370,BOGOF,0.5,BOGOF,402,3304,1652,148740,611240,462500,2902,STBLR-6
84dbe3,Hyderabad,Sankranti,10-01-2024,16-01-2024,Atliq_Curtains,Home Care,300,BOGOF,0.5,BOGOF,51,280,140,15300,42000,26700,229,STHYD-1
45c35a,Hyderabad,Sankranti,10-01-2024,16-01-2024,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,190,50% OFF,0.5,OFF,54,76,76,10260,7220,-3040,22,STHYD-5
6d343d,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,62,50% OFF,0.5,OFF,133,167,167,8246,5177,-3069,34,STHYD-6
a672df,Madurai,Sankranti,10-01-2024,16-01-2024,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,62,50% OFF,0.5,OFF,36,49,49,2232,1519,-713,13,STMDU-1
ba0b3e,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_Curtains,Home Care,300,BOGOF,0.5,BOGOF,40,330,165,12000,49500,37500,290,STBLR-7
5.23E+42,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,500 Cashback,500,Cashback,388,1187,1187,1164000,2967500,1803500,799,STCHE-5
faeeb8,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,110,50% OFF,0.5,OFF,80,107,107,8800,5885,-2915,27,STHYD-2
3adeb2,Mysuru,Sankranti,10-01-2024,16-01-2024,Atliq_waterproof_Immersion_Rod,Home Appliances,1020,BOGOF,0.5,BOGOF,84,438,219,85680,223380,137700,354,STMYS-0
a40872,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_waterproof_Immersion_Rod,Home Appliances,1020,BOGOF,0.5,BOGOF,47,378,189,47940,192780,144840,331,STBLR-7
35e3ec,Madurai,Sankranti,10-01-2024,16-01-2024,Atliq_Curtains,Home Care,300,BOGOF,0.5,BOGOF,40,308,154,12000,46200,34200,268,STMDU-1
8a7e7e,Mysuru,Sankranti,10-01-2024,16-01-2024,Atliq_Suflower_Oil (1L),Grocery & Staples,200,BOGOF,0.5,BOGOF,333,1738,869,66600,173800,107200,1405,STMYS-0
b4867e,Chennai,Sankranti,10-01-2024,16-01-2024,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,190,50% OFF,0.5,OFF,57,79,79,10830,7505,-3325,22,STCHE-6
cea0e2,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,190,50% OFF,0.5,OFF,73,84,84,13870,7980,-5890,11,STCHE-2
a6a18f,Hyderabad,Sankranti,10-01-2024,16-01-2024,Atliq_Fusion_Container_Set_of_3,Home Care,415,25% OFF,0.25,OFF,34,27,27,14110,8403.75,-5706.25,-7,STHYD-6
1fcfc6,Visakhapatnam,Sankranti,10-01-2024,16-01-2024,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,190,50% OFF,0.5,OFF,31,46,46,5890,4370,-1520,15,STVSK-0
5dda21,Coimbatore,Sankranti,10-01-2024,16-01-2024,Atliq_waterproof_Immersion_Rod,Home Appliances,1020,BOGOF,0.5,BOGOF,69,548,274,70380,279480,209100,479,STCBE-0
b5cd07,Visakhapatnam,Sankranti,10-01-2024,16-01-2024,Atliq_Masoor_Dal (1KG),Grocery & Staples,172,33% OFF,0.33,OFF,222,275,275,38184,31691,-6493,53,STVSK-3
1a1edd,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Suflower_Oil (1L),Grocery & Staples,156,25% OFF,0.25,OFF,343,301,301,53508,35217,-18291,-42,STBLR-7
f682ec,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_Masoor_Dal (1KG),Grocery & Staples,172,33% OFF,0.33,OFF,273,382,382,46956,44021.68,-2934.32,109,STBLR-0
693708,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_Suflower_Oil (1L),Grocery & Staples,200,BOGOF,0.5,BOGOF,454,3576,1788,90800,357600,266800,3122,STBLR-3
349c73,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_waterproof_Immersion_Rod,Home Appliances,1020,BOGOF,0.5,BOGOF,57,378,189,58140,192780,134640,321,STCHE-2
50802a,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Curtains,Home Care,300,BOGOF,0.5,BOGOF,64,514,257,19200,77100,57900,450,STCHE-3
e4b7e4,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,110,50% OFF,0.5,OFF,78,102,102,8580,5610,-2970,24,STHYD-6
5bfb5e,Coimbatore,Diwali,12-11-2023,18-11-2023,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,65,50% OFF,0.5,OFF,57,72,72,3705,2340,-1365,15,STCBE-4
6af3e0,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_waterproof_Immersion_Rod,Home Appliances,1020,BOGOF,0.5,BOGOF,103,888,444,105060,452880,347820,785,STBLR-6
6b74c8,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,500 Cashback,500,Cashback,379,1095,1095,1137000,2737500,1600500,716,STBLR-5
ec9948,Coimbatore,Diwali,12-11-2023,18-11-2023,Atliq_Scrub_Sponge_For_Dishwash,Home Care,55,25% OFF,0.25,OFF,99,86,86,5445,3547.5,-1897.5,-13,STCBE-2
c24879,Coimbatore,Sankranti,10-01-2024,16-01-2024,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,370,BOGOF,0.5,BOGOF,370,2878,1439,136900,532430,395530,2508,STCBE-1
3c0536,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_Suflower_Oil (1L),Grocery & Staples,200,BOGOF,0.5,BOGOF,415,3244,1622,83000,324400,241400,2829,STBLR-4
19bc3b,Madurai,Diwali,12-11-2023,18-11-2023,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,110,50% OFF,0.5,OFF,47,62,62,5170,3410,-1760,15,STMDU-1
691b63,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,500 Cashback,500,Cashback,432,1291,1291,1296000,3227500,1931500,859,STCHE-6
3ace0f,Visakhapatnam,Diwali,12-11-2023,18-11-2023,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,110,50% OFF,0.5,OFF,64,98,98,7040,5390,-1650,34,STVSK-2
8cee6d,Coimbatore,Diwali,12-11-2023,18-11-2023,Atliq_waterproof_Immersion_Rod,Home Appliances,1020,BOGOF,0.5,BOGOF,22,146,73,22440,74460,52020,124,STCBE-3
1f03e5,Vijayawada,Diwali,12-11-2023,18-11-2023,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,350,BOGOF,0.5,BOGOF,45,314,157,15750,54950,39200,269,STVJD-0
d3227b,Mysuru,Diwali,12-11-2023,18-11-2023,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,290,25% OFF,0.25,OFF,343,312,312,99470,67860,-31610,-31,STMYS-2
731f58,Mysuru,Sankranti,10-01-2024,16-01-2024,Atliq_Scrub_Sponge_For_Dishwash,Home Care,55,25% OFF,0.25,OFF,28,22,22,1540,907.5,-632.5,-6,STMYS-0
98e55f,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Fusion_Container_Set_of_3,Home Care,415,25% OFF,0.25,OFF,101,90,90,41915,28012.5,-13902.5,-11,STBLR-4
dee3e9,Coimbatore,Sankranti,10-01-2024,16-01-2024,Atliq_Suflower_Oil (1L),Grocery & Staples,200,BOGOF,0.5,BOGOF,384,3018,1509,76800,301800,225000,2634,STCBE-0
3.59E+89,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_Fusion_Container_Set_of_3,Home Care,415,25% OFF,0.25,OFF,22,16,16,9130,4980,-4150,-6,STBLR-3
4c1375,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,65,50% OFF,0.5,OFF,148,196,196,9620,6370,-3250,48,STHYD-4
480431,Visakhapatnam,Sankranti,10-01-2024,16-01-2024,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,370,BOGOF,0.5,BOGOF,408,3214,1607,150960,594590,443630,2806,STVSK-2
6d153f,Hyderabad,Sankranti,10-01-2024,16-01-2024,Atliq_Home_Essential_8_Product_Combo,Combo1,3000,500 Cashback,500,Cashback,122,272,272,366000,680000,314000,150,STHYD-5
508621,Coimbatore,Sankranti,10-01-2024,16-01-2024,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,860,33% OFF,0.33,OFF,508,751,751,436880,432726.2,-4153.8,243,STCBE-2
1fc58f,Madurai,Sankranti,10-01-2024,16-01-2024,Atliq_Masoor_Dal (1KG),Grocery & Staples,172,33% OFF,0.33,OFF,244,334,334,41968,38490.16,-3477.84,90,STMDU-1
a25cbf,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,290,25% OFF,0.25,OFF,295,289,289,85550,62857.5,-22692.5,-6,STCHE-2
adf52a,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_waterproof_Immersion_Rod,Home Appliances,1020,BOGOF,0.5,BOGOF,47,358,179,47940,182580,134640,311,STBLR-6
c9899d,Trivandrum,Diwali,12-11-2023,18-11-2023,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,860,33% OFF,0.33,OFF,199,300,300,171140,172860,1720,101,STTRV-1
17195,Chennai,Sankranti,10-01-2024,16-01-2024,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,190,50% OFF,0.5,OFF,45,64,64,8550,6080,-2470,19,STCHE-4
e875c6,Coimbatore,Diwali,12-11-2023,18-11-2023,Atliq_Suflower_Oil (1L),Grocery & Staples,156,25% OFF,0.25,OFF,225,195,195,35100,22815,-12285,-30,STCBE-2
69557f,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,65,50% OFF,0.5,OFF,106,137,137,6890,4452.5,-2437.5,31,STBLR-1
65f85a,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,62,50% OFF,0.5,OFF,58,92,92,3596,2852,-744,34,STBLR-7
f45be0,Chennai,Sankranti,10-01-2024,16-01-2024,Atliq_Scrub_Sponge_For_Dishwash,Home Care,55,25% OFF,0.25,OFF,25,23,23,1375,948.75,-426.25,-2,STCHE-2
491ff2,Vijayawada,Sankranti,10-01-2024,16-01-2024,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,62,50% OFF,0.5,OFF,30,42,42,1860,1302,-558,12,STVJD-1
b7286f,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,860,33% OFF,0.33,OFF,507,704,704,436020,405644.8,-30375.2,197,STBLR-5
45512d,Mysuru,Sankranti,10-01-2024,16-01-2024,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,370,BOGOF,0.5,BOGOF,336,2868,1434,124320,530580,406260,2532,STMYS-3
edac38,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,190,50% OFF,0.5,OFF,70,93,93,13300,8835,-4465,23,STBLR-1
4572a3,Chennai,Sankranti,10-01-2024,16-01-2024,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,190,50% OFF,0.5,OFF,48,55,55,9120,5225,-3895,7,STCHE-1
896c2a,Trivandrum,Diwali,12-11-2023,18-11-2023,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,290,25% OFF,0.25,OFF,180,171,171,52200,37192.5,-15007.5,-9,STTRV-0
308de6,Madurai,Diwali,12-11-2023,18-11-2023,Atliq_Masoor_Dal (1KG),Grocery & Staples,172,33% OFF,0.33,OFF,225,279,279,38700,32151.96,-6548.04,54,STMDU-2
4fc1b2,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Double_Bedsheet_set,Home Care,1190,BOGOF,0.5,BOGOF,47,330,165,55930,196350,140420,283,STCHE-2
a7fecb,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_Suflower_Oil (1L),Grocery & Staples,200,BOGOF,0.5,BOGOF,361,1926,963,72200,192600,120400,1565,STBLR-1
8564bb,Visakhapatnam,Sankranti,10-01-2024,16-01-2024,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,370,BOGOF,0.5,BOGOF,291,1524,762,107670,281940,174270,1233,STVSK-4
11ea6f,Madurai,Diwali,12-11-2023,18-11-2023,Atliq_Farm_Chakki_Atta (1KG),Grocery & Staples,290,25% OFF,0.25,OFF,271,243,243,78590,52852.5,-25737.5,-28,STMDU-2
cca40f,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,62,50% OFF,0.5,OFF,73,102,102,4526,3162,-1364,29,STBLR-1
f97b6d,Mangalore,Diwali,12-11-2023,18-11-2023,Atliq_Curtains,Home Care,300,BOGOF,0.5,BOGOF,33,230,115,9900,34500,24600,197,STMLR-2
69a3d2,Trivandrum,Sankranti,10-01-2024,16-01-2024,Atliq_Double_Bedsheet_set,Home Care,1190,BOGOF,0.5,BOGOF,24,184,92,28560,109480,80920,160,STTRV-1
bdfb7d,Hyderabad,Sankranti,10-01-2024,16-01-2024,Atliq_Scrub_Sponge_For_Dishwash,Home Care,55,25% OFF,0.25,OFF,16,15,15,880,618.75,-261.25,-1,STHYD-4
30f1c0,Vijayawada,Sankranti,10-01-2024,16-01-2024,Atliq_Curtains,Home Care,300,BOGOF,0.5,BOGOF,22,176,88,6600,26400,19800,154,STVJD-1
390df2,Bengaluru,Sankranti,10-01-2024,16-01-2024,Atliq_Fusion_Container_Set_of_3,Home Care,415,25% OFF,0.25,OFF,31,26,26,12865,8092.5,-4772.5,-5,STBLR-0
e0844a,Trivandrum,Diwali,12-11-2023,18-11-2023,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,65,50% OFF,0.5,OFF,64,80,80,4160,2600,-1560,16,STTRV-1
0a0062,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,62,50% OFF,0.5,OFF,110,146,146,6820,4526,-2294,36,STHYD-4
886ef2,Mangalore,Diwali,12-11-2023,18-11-2023,Atliq_Double_Bedsheet_set,Home Care,1190,BOGOF,0.5,BOGOF,22,146,73,26180,86870,60690,124,STMLR-2
2ef46d,Madurai,Diwali,12-11-2023,18-11-2023,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,860,33% OFF,0.33,OFF,278,430,430,239080,247766,8686,152,STMDU-0
52d20e,Hyderabad,Diwali,12-11-2023,18-11-2023,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,65,50% OFF,0.5,OFF,134,156,156,8710,5070,-3640,22,STHYD-1
785811,Chennai,Sankranti,10-01-2024,16-01-2024,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,50,25% OFF,0.25,OFF,25,20,20,1250,750,-500,-5,STCHE-0
3952a0,Hyderabad,Sankranti,10-01-2024,16-01-2024,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,350,BOGOF,0.5,BOGOF,114,882,441,39900,154350,114450,768,STHYD-2
ed2257,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Masoor_Dal (1KG),Grocery & Staples,172,33% OFF,0.33,OFF,358,529,529,61576,60961.96,-614.04,171,STBLR-2
02c389,Bengaluru,Diwali,12-11-2023,18-11-2023,Atliq_Lime_Cool_Bathing_Bar (125GM),Personal Care,62,50% OFF,0.5,OFF,120,159,159,7440,4929,-2511,39,STBLR-8
a937e8,Madurai,Sankranti,10-01-2024,16-01-2024,Atliq_waterproof_Immersion_Rod,Home Appliances,1020,BOGOF,0.5,BOGOF,87,694,347,88740,353940,265200,607,STMDU-3
aabcfb,Visakhapatnam,Sankranti,10-01-2024,16-01-2024,Atliq_Sonamasuri_Rice (10KG),Grocery & Staples,860,33% OFF,0.33,OFF,345,438,438,296700,252375.6,-44324.4,93,STVSK-3
5f8870,Mysuru,Diwali,12-11-2023,18-11-2023,Atliq_High_Glo_15W_LED_Bulb,Home Appliances,350,BOGOF,0.5,BOGOF,70,540,270,24500,94500,70000,470,STMYS-1
e207f7,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,190,50% OFF,0.5,OFF,77,83,83,14630,7885,-6745,6,STCHE-1
9154f0,Chennai,Diwali,12-11-2023,18-11-2023,Atliq_Doodh_Kesar_Body_Lotion (200ML),Personal Care,190,50% OFF,0.5,OFF,91,123,123,17290,11685,-5605,32,STCHE-4
e24a3a,Visakhapatnam,Diwali,12-11-2023,18-11-2023,Atliq_Curtains,Home Care,300,BOGOF,0.5,BOGOF,49,340,170,14700,51000,36300,291,STVSK-1
8c62ba,Visakhapatnam,Diwali,12-11-2023,18-11-2023,Atliq_Masoor_Dal (1KG),Grocery & Staples,172,33% OFF,0.33,OFF,161,265,265,27692,30538.6,2846.6,104,STVSK-0
835bbe,Hyderabad,Sankranti,10-01-2024,16-01-2024,Atliq_Body_Milk_Nourishing_Lotion (120ML),Personal Care,90,25% OFF,0.25,OFF,54,49,49,4860,3307.5,-1552.5,-5,STHYD-4
4fe9ba,Visakhapatnam,Diwali,12-11-2023,18-11-2023,Atliq_Curtains,Home Care,300,BOGOF,0.5,BOGOF,45,300,150,13500,45000,31500,255,STVSK-2
e2c5f7,Trivandrum,Diwali,12-11-2023,18-11-2023,Atliq_Double_Bedsheet_set,Home Care,1190,BOGOF,0.5,BOGOF,31,204,102,36890,121380,84490,173,STTRV-0
8f66c3,Mangalore,Sankranti,10-01-2024,16-01-2024,Atliq_Masoor_Dal (1KG),Grocery & Staples,172,33% OFF,0.33,OFF,126,175,175,21672,20167,-1505,49,STMLR-1
9871ea,Visakhapatnam,Sankranti,10-01-2024,16-01-2024,Atliq_Cream_Beauty_Bathing_Soap (125GM),Personal Care,50,25% OFF,0.25,OFF,25,18,18,1250,675,-575,-7,STVSK-1
